Freq.	I(R1)
4.48745389933044e+002	(-3.57494325960341e+001dB,-1.44650666566675e+002°)
4.49779854893200e+002	(-3.57427482094395e+001dB,-1.44712899403472e+002°)
4.50816704541372e+002	(-3.57360843017179e+001dB,-1.44775084600220e+002°)
4.51855944374834e+002	(-3.57294408414314e+001dB,-1.44837221900608e+002°)
4.52897579903532e+002	(-3.57228177969979e+001dB,-1.44899311049422e+002°)
4.53941616650114e+002	(-3.57162151366925e+001dB,-1.44961351792555e+002°)
4.54988060149959e+002	(-3.57096328286487e+001dB,-1.45023343877002e+002°)
4.56036915951207e+002	(-3.57030708408591e+001dB,-1.45085287050872e+002°)
4.57088189614785e+002	(-3.56965291411770e+001dB,-1.45147181063387e+002°)
4.58141886714444e+002	(-3.56900076973171e+001dB,-1.45209025664883e+002°)
4.59198012836779e+002	(-3.56835064768572e+001dB,-1.45270820606821e+002°)
4.60256573581266e+002	(-3.56770254472385e+001dB,-1.45332565641785e+002°)
4.61317574560289e+002	(-3.56705645757675e+001dB,-1.45394260523484e+002°)
4.62381021399170e+002	(-3.56641238296167e+001dB,-1.45455905006761e+002°)
4.63446919736197e+002	(-3.56577031758257e+001dB,-1.45517498847592e+002°)
4.64515275222658e+002	(-3.56513025813028e+001dB,-1.45579041803090e+002°)
4.65586093522867e+002	(-3.56449220128255e+001dB,-1.45640533631509e+002°)
4.66659380314197e+002	(-3.56385614370422e+001dB,-1.45701974092245e+002°)
4.67735141287106e+002	(-3.56322208204729e+001dB,-1.45763362945842e+002°)
4.68813382145173e+002	(-3.56259001295105e+001dB,-1.45824699953993e+002°)
4.69894108605123e+002	(-3.56195993304220e+001dB,-1.45885984879542e+002°)
4.70977326396860e+002	(-3.56133183893498e+001dB,-1.45947217486491e+002°)
4.72063041263498e+002	(-3.56070572723123e+001dB,-1.46008397539998e+002°)
4.73151258961387e+002	(-3.56008159452056e+001dB,-1.46069524806382e+002°)
4.74241985260151e+002	(-3.55945943738044e+001dB,-1.46130599053124e+002°)
4.75335225942712e+002	(-3.55883925237631e+001dB,-1.46191620048875e+002°)
4.76430986805322e+002	(-3.55822103606170e+001dB,-1.46252587563449e+002°)
4.77529273657597e+002	(-3.55760478497835e+001dB,-1.46313501367836e+002°)
4.78630092322544e+002	(-3.55699049565634e+001dB,-1.46374361234197e+002°)
4.79733448636595e+002	(-3.55637816461414e+001dB,-1.46435166935869e+002°)
4.80839348449634e+002	(-3.55576778835882e+001dB,-1.46495918247368e+002°)
4.81947797625032e+002	(-3.55515936338607e+001dB,-1.46556614944390e+002°)
4.83058802039677e+002	(-3.55455288618039e+001dB,-1.46617256803813e+002°)
4.84172367584004e+002	(-3.55394835321517e+001dB,-1.46677843603702e+002°)
4.85288500162025e+002	(-3.55334576095279e+001dB,-1.46738375123307e+002°)
4.86407205691366e+002	(-3.55274510584477e+001dB,-1.46798851143067e+002°)
4.87528490103290e+002	(-3.55214638433187e+001dB,-1.46859271444615e+002°)
4.88652359342737e+002	(-3.55154959284420e+001dB,-1.46919635810773e+002°)
4.89778819368349e+002	(-3.55095472780134e+001dB,-1.46979944025560e+002°)
4.90907876152506e+002	(-3.55036178561244e+001dB,-1.47040195874192e+002°)
4.92039535681354e+002	(-3.54977076267637e+001dB,-1.47100391143083e+002°)
4.93173803954838e+002	(-3.54918165538179e+001dB,-1.47160529619846e+002°)
4.94310686986738e+002	(-3.54859446010731e+001dB,-1.47220611093300e+002°)
4.95450190804692e+002	(-3.54800917322157e+001dB,-1.47280635353462e+002°)
4.96592321450238e+002	(-3.54742579108337e+001dB,-1.47340602191559e+002°)
4.97737084978837e+002	(-3.54684431004177e+001dB,-1.47400511400020e+002°)
4.98884487459913e+002	(-3.54626472643624e+001dB,-1.47460362772487e+002°)
5.00034534976879e+002	(-3.54568703659673e+001dB,-1.47520156103808e+002°)
5.01187233627173e+002	(-3.54511123684381e+001dB,-1.47579891190043e+002°)
5.02342589522287e+002	(-3.54453732348878e+001dB,-1.47639567828463e+002°)
5.03500608787805e+002	(-3.54396529283379e+001dB,-1.47699185817554e+002°)
5.04661297563428e+002	(-3.54339514117194e+001dB,-1.47758744957016e+002°)
5.05824662003014e+002	(-3.54282686478740e+001dB,-1.47818245047765e+002°)
5.06990708274604e+002	(-3.54226045995554e+001dB,-1.47877685891932e+002°)
5.08159442560460e+002	(-3.54169592294300e+001dB,-1.47937067292867e+002°)
5.09330871057094e+002	(-3.54113325000787e+001dB,-1.47996389055140e+002°)
5.10504999975305e+002	(-3.54057243739974e+001dB,-1.48055650984539e+002°)
5.11681835540206e+002	(-3.54001348135984e+001dB,-1.48114852888073e+002°)
5.12861383991263e+002	(-3.53945637812118e+001dB,-1.48173994573972e+002°)
5.14043651582324e+002	(-3.53890112390860e+001dB,-1.48233075851688e+002°)
5.15228644581654e+002	(-3.53834771493895e+001dB,-1.48292096531898e+002°)
5.16416369271968e+002	(-3.53779614742116e+001dB,-1.48351056426500e+002°)
5.17606831950465e+002	(-3.53724641755635e+001dB,-1.48409955348616e+002°)
5.18800038928858e+002	(-3.53669852153799e+001dB,-1.48468793112596e+002°)
5.19995996533412e+002	(-3.53615245555196e+001dB,-1.48527569534012e+002°)
5.21194711104976e+002	(-3.53560821577668e+001dB,-1.48586284429662e+002°)
5.22396188999016e+002	(-3.53506579838323e+001dB,-1.48644937617571e+002°)
5.23600436585646e+002	(-3.53452519953546e+001dB,-1.48703528916990e+002°)
5.24807460249668e+002	(-3.53398641539008e+001dB,-1.48762058148398e+002°)
5.26017266390601e+002	(-3.53344944209681e+001dB,-1.48820525133499e+002°)
5.27229861422717e+002	(-3.53291427579846e+001dB,-1.48878929695225e+002°)
5.28445251775075e+002	(-3.53238091263106e+001dB,-1.48937271657737e+002°)
5.29663443891552e+002	(-3.53184934872395e+001dB,-1.48995550846420e+002°)
5.30884444230882e+002	(-3.53131958019990e+001dB,-1.49053767087891e+002°)
5.32108259266688e+002	(-3.53079160317523e+001dB,-1.49111920209991e+002°)
5.33334895487514e+002	(-3.53026541375992e+001dB,-1.49170010041789e+002°)
5.34564359396865e+002	(-3.52974100805771e+001dB,-1.49228036413585e+002°)
5.35796657513234e+002	(-3.52921838216619e+001dB,-1.49285999156901e+002°)
5.37031796370145e+002	(-3.52869753217697e+001dB,-1.49343898104491e+002°)
5.38269782516180e+002	(-3.52817845417571e+001dB,-1.49401733090333e+002°)
5.39510622515019e+002	(-3.52766114424231e+001dB,-1.49459503949633e+002°)
5.40754322945472e+002	(-3.52714559845094e+001dB,-1.49517210518822e+002°)
5.42000890401515e+002	(-3.52663181287021e+001dB,-1.49574852635560e+002°)
5.43250331492324e+002	(-3.52611978356326e+001dB,-1.49632430138730e+002°)
5.44502652842312e+002	(-3.52560950658784e+001dB,-1.49689942868441e+002°)
5.45757861091161e+002	(-3.52510097799646e+001dB,-1.49747390666026e+002°)
5.47015962893862e+002	(-3.52459419383646e+001dB,-1.49804773374043e+002°)
5.48276964920744e+002	(-3.52408915015014e+001dB,-1.49862090836274e+002°)
5.49540873857514e+002	(-3.52358584297488e+001dB,-1.49919342897723e+002°)
5.50807696405293e+002	(-3.52308426834319e+001dB,-1.49976529404616e+002°)
5.52077439280647e+002	(-3.52258442228289e+001dB,-1.50033650204402e+002°)
5.53350109215626e+002	(-3.52208630081714e+001dB,-1.50090705145750e+002°)
5.54625712957799e+002	(-3.52158989996463e+001dB,-1.50147694078548e+002°)
5.55904257270292e+002	(-3.52109521573960e+001dB,-1.50204616853905e+002°)
5.57185748931818e+002	(-3.52060224415200e+001dB,-1.50261473324147e+002°)
5.58470194736718e+002	(-3.52011098120758e+001dB,-1.50318263342816e+002°)
5.59757601494998e+002	(-3.51962142290798e+001dB,-1.50374986764674e+002°)
5.61047976032358e+002	(-3.51913356525087e+001dB,-1.50431643445695e+002°)
5.62341325190236e+002	(-3.51864740423000e+001dB,-1.50488233243069e+002°)
5.63637655825841e+002	(-3.51816293583536e+001dB,-1.50544756015198e+002°)
5.64936974812189e+002	(-3.51768015605323e+001dB,-1.50601211621696e+002°)
5.66239289038139e+002	(-3.51719906086632e+001dB,-1.50657599923390e+002°)
5.67544605408433e+002	(-3.51671964625387e+001dB,-1.50713920782313e+002°)
5.68852930843727e+002	(-3.51624190819172e+001dB,-1.50770174061709e+002°)
5.70164272280632e+002	(-3.51576584265245e+001dB,-1.50826359626029e+002°)
5.71478636671752e+002	(-3.51529144560545e+001dB,-1.50882477340927e+002°)
5.72796030985714e+002	(-3.51481871301704e+001dB,-1.50938527073264e+002°)
5.74116462207212e+002	(-3.51434764085058e+001dB,-1.50994508691104e+002°)
5.75439937337041e+002	(-3.51387822506653e+001dB,-1.51050422063709e+002°)
5.76766463392134e+002	(-3.51341046162257e+001dB,-1.51106267061545e+002°)
5.78096047405601e+002	(-3.51294434647374e+001dB,-1.51162043556275e+002°)
5.79428696426764e+002	(-3.51247987557246e+001dB,-1.51217751420756e+002°)
5.80764417521195e+002	(-3.51201704486868e+001dB,-1.51273390529044e+002°)
5.82103217770754e+002	(-3.51155585031000e+001dB,-1.51328960756387e+002°)
5.83445104273627e+002	(-3.51109628784168e+001dB,-1.51384461979224e+002°)
5.84790084144362e+002	(-3.51063835340684e+001dB,-1.51439894075185e+002°)
5.86138164513910e+002	(-3.51018204294648e+001dB,-1.51495256923088e+002°)
5.87489352529658e+002	(-3.50972735239961e+001dB,-1.51550550402938e+002°)
5.88843655355470e+002	(-3.50927427770336e+001dB,-1.51605774395924e+002°)
5.90201080171725e+002	(-3.50882281479302e+001dB,-1.51660928784418e+002°)
5.91561634175354e+002	(-3.50837295960222e+001dB,-1.51716013451972e+002°)
5.92925324579880e+002	(-3.50792470806292e+001dB,-1.51771028283319e+002°)
5.94292158615452e+002	(-3.50747805610561e+001dB,-1.51825973164368e+002°)
5.95662143528890e+002	(-3.50703299965932e+001dB,-1.51880847982202e+002°)
5.97035286583716e+002	(-3.50658953465177e+001dB,-1.51935652625078e+002°)
5.98411595060198e+002	(-3.50614765700943e+001dB,-1.51990386982423e+002°)
5.99791076255388e+002	(-3.50570736265761e+001dB,-1.52045050944835e+002°)
6.01173737483156e+002	(-3.50526864752059e+001dB,-1.52099644404074e+002°)
6.02559586074235e+002	(-3.50483150752167e+001dB,-1.52154167253070e+002°)
6.03948629376257e+002	(-3.50439593858329e+001dB,-1.52208619385912e+002°)
6.05340874753790e+002	(-3.50396193662709e+001dB,-1.52263000697848e+002°)
6.06736329588382e+002	(-3.50352949757403e+001dB,-1.52317311085286e+002°)
6.08135001278594e+002	(-3.50309861734448e+001dB,-1.52371550445789e+002°)
6.09536897240045e+002	(-3.50266929185827e+001dB,-1.52425718678071e+002°)
6.10942024905448e+002	(-3.50224151703484e+001dB,-1.52479815682000e+002°)
6.12350391724649e+002	(-3.50181528879327e+001dB,-1.52533841358590e+002°)
6.13762005164669e+002	(-3.50139060305239e+001dB,-1.52587795610001e+002°)
6.15176872709743e+002	(-3.50096745573091e+001dB,-1.52641678339537e+002°)
6.16595001861356e+002	(-3.50054584274743e+001dB,-1.52695489451642e+002°)
6.18016400138290e+002	(-3.50012576002057e+001dB,-1.52749228851901e+002°)
6.19441075076655e+002	(-3.49970720346907e+001dB,-1.52802896447031e+002°)
6.20869034229937e+002	(-3.49929016901184e+001dB,-1.52856492144886e+002°)
6.22300285169032e+002	(-3.49887465256807e+001dB,-1.52910015854448e+002°)
6.23734835482292e+002	(-3.49846065005731e+001dB,-1.52963467485828e+002°)
6.25172692775558e+002	(-3.49804815739954e+001dB,-1.53016846950263e+002°)
6.26613864672207e+002	(-3.49763717051527e+001dB,-1.53070154160112e+002°)
6.28058358813190e+002	(-3.49722768532564e+001dB,-1.53123389028854e+002°)
6.29506182857069e+002	(-3.49681969775245e+001dB,-1.53176551471086e+002°)
6.30957344480064e+002	(-3.49641320371830e+001dB,-1.53229641402519e+002°)
6.32411851376090e+002	(-3.49600819914662e+001dB,-1.53282658739976e+002°)
6.33869711256797e+002	(-3.49560467996181e+001dB,-1.53335603401388e+002°)
6.35330931851614e+002	(-3.49520264208926e+001dB,-1.53388475305793e+002°)
6.36795520907786e+002	(-3.49480208145548e+001dB,-1.53441274373332e+002°)
6.38263486190418e+002	(-3.49440299398815e+001dB,-1.53494000525247e+002°)
6.39734835482517e+002	(-3.49400537561621e+001dB,-1.53546653683877e+002°)
6.41209576585030e+002	(-3.49360922226995e+001dB,-1.53599233772654e+002°)
6.42687717316888e+002	(-3.49321452988107e+001dB,-1.53651740716104e+002°)
6.44169265515045e+002	(-3.49282129438274e+001dB,-1.53704174439840e+002°)
6.45654229034523e+002	(-3.49242951170976e+001dB,-1.53756534870561e+002°)
6.47142615748451e+002	(-3.49203917779852e+001dB,-1.53808821936048e+002°)
6.48634433548105e+002	(-3.49165028858718e+001dB,-1.53861035565162e+002°)
6.50129690342957e+002	(-3.49126284001569e+001dB,-1.53913175687840e+002°)
6.51628394060709e+002	(-3.49087682802586e+001dB,-1.53965242235094e+002°)
6.53130552647338e+002	(-3.49049224856149e+001dB,-1.54017235139003e+002°)
6.54636174067141e+002	(-3.49010909756839e+001dB,-1.54069154332715e+002°)
6.56145266302771e+002	(-3.48972737099446e+001dB,-1.54120999750443e+002°)
6.57657837355286e+002	(-3.48934706478980e+001dB,-1.54172771327457e+002°)
6.59173895244186e+002	(-3.48896817490675e+001dB,-1.54224469000089e+002°)
6.60693448007460e+002	(-3.48859069729997e+001dB,-1.54276092705722e+002°)
6.62216503701626e+002	(-3.48821462792653e+001dB,-1.54327642382791e+002°)
6.63743070401772e+002	(-3.48783996274596e+001dB,-1.54379117970779e+002°)
6.65273156201605e+002	(-3.48746669772031e+001dB,-1.54430519410213e+002°)
6.66806769213485e+002	(-3.48709482881428e+001dB,-1.54481846642662e+002°)
6.68343917568477e+002	(-3.48672435199520e+001dB,-1.54533099610733e+002°)
6.69884609416389e+002	(-3.48635526323319e+001dB,-1.54584278258065e+002°)
6.71428852925814e+002	(-3.48598755850117e+001dB,-1.54635382529332e+002°)
6.72976656284179e+002	(-3.48562123377495e+001dB,-1.54686412370233e+002°)
6.74528027697783e+002	(-3.48525628503330e+001dB,-1.54737367727492e+002°)
6.76082975391843e+002	(-3.48489270825802e+001dB,-1.54788248548856e+002°)
6.77641507610536e+002	(-3.48453049943398e+001dB,-1.54839054783086e+002°)
6.79203632617045e+002	(-3.48416965454923e+001dB,-1.54889786379960e+002°)
6.80769358693601e+002	(-3.48381016959502e+001dB,-1.54940443290266e+002°)
6.82338694141529e+002	(-3.48345204056593e+001dB,-1.54991025465799e+002°)
6.83911647281288e+002	(-3.48309526345985e+001dB,-1.55041532859358e+002°)
6.85488226452520e+002	(-3.48273983427812e+001dB,-1.55091965424741e+002°)
6.87068440014090e+002	(-3.48238574902556e+001dB,-1.55142323116745e+002°)
6.88652296344134e+002	(-3.48203300371053e+001dB,-1.55192605891159e+002°)
6.90239803840099e+002	(-3.48168159434500e+001dB,-1.55242813704762e+002°)
6.91830970918793e+002	(-3.48133151694464e+001dB,-1.55292946515317e+002°)
6.93425806016426e+002	(-3.48098276752882e+001dB,-1.55343004281573e+002°)
6.95024317588653e+002	(-3.48063534212073e+001dB,-1.55392986963256e+002°)
6.96626514110625e+002	(-3.48028923674744e+001dB,-1.55442894521067e+002°)
6.98232404077027e+002	(-3.47994444743989e+001dB,-1.55492726916680e+002°)
6.99841996002129e+002	(-3.47960097023305e+001dB,-1.55542484112736e+002°)
7.01455298419826e+002	(-3.47925880116590e+001dB,-1.55592166072841e+002°)
7.03072319883688e+002	(-3.47891793628155e+001dB,-1.55641772761562e+002°)
7.04693068967001e+002	(-3.47857837162724e+001dB,-1.55691304144423e+002°)
7.06317554262816e+002	(-3.47824010325444e+001dB,-1.55740760187901e+002°)
7.07945784383991e+002	(-3.47790312721891e+001dB,-1.55790140859423e+002°)
7.09577767963242e+002	(-3.47756743958072e+001dB,-1.55839446127362e+002°)
7.11213513653182e+002	(-3.47723303640434e+001dB,-1.55888675961035e+002°)
7.12853030126372e+002	(-3.47689991375870e+001dB,-1.55937830330695e+002°)
7.14496326075365e+002	(-3.47656806771722e+001dB,-1.55986909207532e+002°)
7.16143410212753e+002	(-3.47623749435787e+001dB,-1.56035912563666e+002°)
7.17794291271213e+002	(-3.47590818976325e+001dB,-1.56084840372145e+002°)
7.19448978003550e+002	(-3.47558015002061e+001dB,-1.56133692606940e+002°)
7.21107479182750e+002	(-3.47525337122195e+001dB,-1.56182469242944e+002°)
7.22769803602020e+002	(-3.47492784946401e+001dB,-1.56231170255964e+002°)
7.24435960074839e+002	(-3.47460358084839e+001dB,-1.56279795622720e+002°)
7.26105957435004e+002	(-3.47428056148154e+001dB,-1.56328345320841e+002°)
7.27779804536673e+002	(-3.47395878747487e+001dB,-1.56376819328860e+002°)
7.29457510254417e+002	(-3.47363825494475e+001dB,-1.56425217626211e+002°)
7.31139083483265e+002	(-3.47331896001262e+001dB,-1.56473540193227e+002°)
7.32824533138751e+002	(-3.47300089880496e+001dB,-1.56521787011131e+002°)
7.34513868156962e+002	(-3.47268406745343e+001dB,-1.56569958062039e+002°)
7.36207097494583e+002	(-3.47236846209484e+001dB,-1.56618053328951e+002°)
7.37904230128947e+002	(-3.47205407887126e+001dB,-1.56666072795748e+002°)
7.39605275058084e+002	(-3.47174091393003e+001dB,-1.56714016447190e+002°)
7.41310241300763e+002	(-3.47142896342382e+001dB,-1.56761884268910e+002°)
7.43019137896546e+002	(-3.47111822351070e+001dB,-1.56809676247414e+002°)
7.44731973905834e+002	(-3.47080869035414e+001dB,-1.56857392370072e+002°)
7.46448758409911e+002	(-3.47050036012310e+001dB,-1.56905032625116e+002°)
7.48169500510998e+002	(-3.47019322899204e+001dB,-1.56952597001638e+002°)
7.49894209332299e+002	(-3.46988729314102e+001dB,-1.57000085489585e+002°)
7.51622894018049e+002	(-3.46958254875568e+001dB,-1.57047498079754e+002°)
7.53355563733560e+002	(-3.46927899202733e+001dB,-1.57094834763788e+002°)
7.55092227665276e+002	(-3.46897661915297e+001dB,-1.57142095534174e+002°)
7.56832895020816e+002	(-3.46867542633535e+001dB,-1.57189280384240e+002°)
7.58577575029025e+002	(-3.46837540978302e+001dB,-1.57236389308145e+002°)
7.60326276940023e+002	(-3.46807656571033e+001dB,-1.57283422300884e+002°)
7.62079010025253e+002	(-3.46777889033754e+001dB,-1.57330379358276e+002°)
7.63835783577531e+002	(-3.46748237989079e+001dB,-1.57377260476965e+002°)
7.65596606911096e+002	(-3.46718703060221e+001dB,-1.57424065654413e+002°)
7.67361489361658e+002	(-3.46689283870990e+001dB,-1.57470794888900e+002°)
7.69130440286449e+002	(-3.46659980045801e+001dB,-1.57517448179516e+002°)
7.70903469064269e+002	(-3.46630791209678e+001dB,-1.57564025526158e+002°)
7.72680585095541e+002	(-3.46601716988255e+001dB,-1.57610526929530e+002°)
7.74461797802357e+002	(-3.46572757007782e+001dB,-1.57656952391133e+002°)
7.76247116628529e+002	(-3.46543910895131e+001dB,-1.57703301913264e+002°)
7.78036551039641e+002	(-3.46515178277794e+001dB,-1.57749575499014e+002°)
7.79830110523095e+002	(-3.46486558783893e+001dB,-1.57795773152261e+002°)
7.81627804588166e+002	(-3.46458052042181e+001dB,-1.57841894877666e+002°)
7.83429642766047e+002	(-3.46429657682045e+001dB,-1.57887940680671e+002°)
7.85235634609907e+002	(-3.46401375333509e+001dB,-1.57933910567496e+002°)
7.87045789694933e+002	(-3.46373204627243e+001dB,-1.57979804545131e+002°)
7.88860117618389e+002	(-3.46345145194560e+001dB,-1.58025622621335e+002°)
7.90678627999659e+002	(-3.46317196667421e+001dB,-1.58071364804631e+002°)
7.92501330480305e+002	(-3.46289358678443e+001dB,-1.58117031104305e+002°)
7.94328234724115e+002	(-3.46261630860897e+001dB,-1.58162621530395e+002°)
7.96159350417151e+002	(-3.46234012848715e+001dB,-1.58208136093696e+002°)
7.97994687267809e+002	(-3.46206504276490e+001dB,-1.58253574805749e+002°)
7.99834255006860e+002	(-3.46179104779483e+001dB,-1.58298937678840e+002°)
8.01678063387511e+002	(-3.46151813993623e+001dB,-1.58344224725997e+002°)
8.03526122185448e+002	(-3.46124631555514e+001dB,-1.58389435960984e+002°)
8.05378441198897e+002	(-3.46097557102433e+001dB,-1.58434571398297e+002°)
8.07235030248668e+002	(-3.46070590272339e+001dB,-1.58479631053162e+002°)
8.09095899178212e+002	(-3.46043730703871e+001dB,-1.58524614941531e+002°)
8.10961057853670e+002	(-3.46016978036355e+001dB,-1.58569523080075e+002°)
8.12830516163928e+002	(-3.45990331909804e+001dB,-1.58614355486182e+002°)
8.14704284020668e+002	(-3.45963791964923e+001dB,-1.58659112177956e+002°)
8.16582371358420e+002	(-3.45937357843110e+001dB,-1.58703793174207e+002°)
8.18464788134617e+002	(-3.45911029186462e+001dB,-1.58748398494452e+002°)
8.20351544329645e+002	(-3.45884805637774e+001dB,-1.58792928158910e+002°)
8.22242649946898e+002	(-3.45858686840547e+001dB,-1.58837382188497e+002°)
8.24138115012828e+002	(-3.45832672438983e+001dB,-1.58881760604820e+002°)
8.26037949577004e+002	(-3.45806762077996e+001dB,-1.58926063430180e+002°)
8.27942163712159e+002	(-3.45780955403209e+001dB,-1.58970290687561e+002°)
8.29850767514247e+002	(-3.45755252060959e+001dB,-1.59014442400629e+002°)
8.31763771102495e+002	(-3.45729651698301e+001dB,-1.59058518593730e+002°)
8.33681184619458e+002	(-3.45704153963007e+001dB,-1.59102519291880e+002°)
8.35603018231071e+002	(-3.45678758503570e+001dB,-1.59146444520770e+002°)
8.37529282126706e+002	(-3.45653464969208e+001dB,-1.59190294306754e+002°)
8.39459986519220e+002	(-3.45628273009865e+001dB,-1.59234068676849e+002°)
8.41395141645017e+002	(-3.45603182276213e+001dB,-1.59277767658730e+002°)
8.43334757764097e+002	(-3.45578192419657e+001dB,-1.59321391280729e+002°)
8.45278845160111e+002	(-3.45553303092334e+001dB,-1.59364939571826e+002°)
8.47227414140417e+002	(-3.45528513947118e+001dB,-1.59408412561649e+002°)
8.49180475036134e+002	(-3.45503824637618e+001dB,-1.59451810280468e+002°)
8.51138038202196e+002	(-3.45479234818186e+001dB,-1.59495132759195e+002°)
8.53100114017409e+002	(-3.45454744143916e+001dB,-1.59538380029373e+002°)
8.55066712884502e+002	(-3.45430352270647e+001dB,-1.59581552123180e+002°)
8.57037845230188e+002	(-3.45406058854964e+001dB,-1.59624649073419e+002°)
8.59013521505214e+002	(-3.45381863554200e+001dB,-1.59667670913520e+002°)
8.60993752184418e+002	(-3.45357766026441e+001dB,-1.59710617677529e+002°)
8.62978547766787e+002	(-3.45333765930523e+001dB,-1.59753489400110e+002°)
8.64967918775510e+002	(-3.45309862926039e+001dB,-1.59796286116540e+002°)
8.66961875758033e+002	(-3.45286056673338e+001dB,-1.59839007862703e+002°)
8.68960429286117e+002	(-3.45262346833528e+001dB,-1.59881654675089e+002°)
8.70963589955896e+002	(-3.45238733068476e+001dB,-1.59924226590787e+002°)
8.72971368387926e+002	(-3.45215215040814e+001dB,-1.59966723647484e+002°)
8.74983775227250e+002	(-3.45191792413935e+001dB,-1.60009145883461e+002°)
8.77000821143448e+002	(-3.45168464851999e+001dB,-1.60051493337588e+002°)
8.79022516830698e+002	(-3.45145232019936e+001dB,-1.60093766049320e+002°)
8.81048873007827e+002	(-3.45122093583441e+001dB,-1.60135964058694e+002°)
8.83079900418375e+002	(-3.45099049208983e+001dB,-1.60178087406326e+002°)
8.85115609830647e+002	(-3.45076098563802e+001dB,-1.60220136133405e+002°)
8.87156012037772e+002	(-3.45053241315912e+001dB,-1.60262110281693e+002°)
8.89201117857759e+002	(-3.45030477134103e+001dB,-1.60304009893516e+002°)
8.91250938133556e+002	(-3.45007805687943e+001dB,-1.60345835011765e+002°)
8.93305483733105e+002	(-3.44985226647777e+001dB,-1.60387585679891e+002°)
8.95364765549403e+002	(-3.44962739684731e+001dB,-1.60429261941899e+002°)
8.97428794500557e+002	(-3.44940344470712e+001dB,-1.60470863842346e+002°)
8.99497581529844e+002	(-3.44918040678409e+001dB,-1.60512391426340e+002°)
9.01571137605765e+002	(-3.44895827981298e+001dB,-1.60553844739530e+002°)
9.03649473722109e+002	(-3.44873706053637e+001dB,-1.60595223828109e+002°)
9.05732600898007e+002	(-3.44851674570473e+001dB,-1.60636528738804e+002°)
9.07820530177992e+002	(-3.44829733207639e+001dB,-1.60677759518880e+002°)
9.09913272632057e+002	(-3.44807881641760e+001dB,-1.60718916216128e+002°)
9.12010839355715e+002	(-3.44786119550249e+001dB,-1.60759998878868e+002°)
9.14113241470055e+002	(-3.44764446611311e+001dB,-1.60801007555940e+002°)
9.16220490121804e+002	(-3.44742862503944e+001dB,-1.60841942296705e+002°)
9.18332596483385e+002	(-3.44721366907940e+001dB,-1.60882803151039e+002°)
9.20449571752975e+002	(-3.44699959503885e+001dB,-1.60923590169329e+002°)
9.22571427154566e+002	(-3.44678639973160e+001dB,-1.60964303402472e+002°)
9.24698173938025e+002	(-3.44657407997946e+001dB,-1.61004942901867e+002°)
9.26829823379151e+002	(-3.44636263261219e+001dB,-1.61045508719415e+002°)
9.28966386779738e+002	(-3.44615205446753e+001dB,-1.61086000907517e+002°)
9.31107875467631e+002	(-3.44594234239125e+001dB,-1.61126419519063e+002°)
9.33254300796792e+002	(-3.44573349323709e+001dB,-1.61166764607437e+002°)
9.35405674147352e+002	(-3.44552550386682e+001dB,-1.61207036226508e+002°)
9.37562006925680e+002	(-3.44531837115022e+001dB,-1.61247234430628e+002°)
9.39723310564437e+002	(-3.44511209196512e+001dB,-1.61287359274631e+002°)
9.41889596522640e+002	(-3.44490666319737e+001dB,-1.61327410813825e+002°)
9.44060876285721e+002	(-3.44470208174086e+001dB,-1.61367389103989e+002°)
9.46237161365591e+002	(-3.44449834449754e+001dB,-1.61407294201376e+002°)
9.48418463300694e+002	(-3.44429544837742e+001dB,-1.61447126162699e+002°)
9.50604793656078e+002	(-3.44409339029856e+001dB,-1.61486885045138e+002°)
9.52796164023448e+002	(-3.44389216718710e+001dB,-1.61526570906328e+002°)
9.54992586021231e+002	(-3.44369177597727e+001dB,-1.61566183804362e+002°)
9.57194071294639e+002	(-3.44349221361135e+001dB,-1.61605723797782e+002°)
9.59400631515728e+002	(-3.44329347703972e+001dB,-1.61645190945580e+002°)
9.61612278383459e+002	(-3.44309556322087e+001dB,-1.61684585307193e+002°)
9.63829023623764e+002	(-3.44289846912136e+001dB,-1.61723906942499e+002°)
9.66050878989606e+002	(-3.44270219171587e+001dB,-1.61763155911813e+002°)
9.68277856261042e+002	(-3.44250672798716e+001dB,-1.61802332275887e+002°)
9.70509967245281e+002	(-3.44231207492614e+001dB,-1.61841436095903e+002°)
9.72747223776756e+002	(-3.44211822953180e+001dB,-1.61880467433469e+002°)
9.74989637717178e+002	(-3.44192518881125e+001dB,-1.61919426350620e+002°)
9.77237220955601e+002	(-3.44173294977973e+001dB,-1.61958312909812e+002°)
9.79489985408489e+002	(-3.44154150946059e+001dB,-1.61997127173918e+002°)
9.81747943019774e+002	(-3.44135086488534e+001dB,-1.62035869206225e+002°)
9.84011105760922e+002	(-3.44116101309356e+001dB,-1.62074539070432e+002°)
9.86279485630998e+002	(-3.44097195113301e+001dB,-1.62113136830646e+002°)
9.88553094656726e+002	(-3.44078367605955e+001dB,-1.62151662551377e+002°)
9.90831944892554e+002	(-3.44059618493720e+001dB,-1.62190116297538e+002°)
9.93116048420720e+002	(-3.44040947483809e+001dB,-1.62228498134439e+002°)
9.95405417351313e+002	(-3.44022354284250e+001dB,-1.62266808127785e+002°)
9.97700063822339e+002	(-3.44003838603885e+001dB,-1.62305046343671e+002°)
9.99999999999785e+002	(-3.43985400152368e+001dB,-1.62343212848584e+002°)
